best_model,MAE (kg/kg),MAE (g/kg),RMSE (kg/kg),RMSE (g/kg),R²,Mean QBOT (kg/kg),Mean QBOT (g/kg),MAE as % of mean,RMSE as % of mean
Gradient Boosting,0.0003906764409076468,0.39067644090764675,0.0005359531119033214,0.5359531119033214,0.9424526442315087,0.006893608,6.8936076,5.6672277,7.774638888692898
